id,fechaReporte,tipoIncidente,gravedad,AreaRecreativaID
1250,2022-12-07,Robo,Alta,18554
1251,2023-06-08,Vandalismo,Critica,16922
1252,2022-06-07,Caida,Alta,18371
1253,2021-10-29,Vandalismo,Baja,3962084
1254,2023-04-14,Robo,Critica,8909085
1255,2023-01-24,Daño estructural,Critica,16983
1256,2020-01-30,Daño estructural,Alta,4985928
1257,2020-09-10,Daño estructural,Alta,18598
1258,2024-05-20,Caida,Alta,17140
1259,2022-06-19,Daño estructural,Alta,17377
1260,2023-09-28,Caida,Baja,17372
1261,2022-10-06,Daño estructural,Media,451351
1262,2020-03-23,Caida,Critica,18614
1263,2020-12-18,Daño estructural,Critica,18273
1264,2021-08-19,Vandalismo,Alta,3960567
1265,2020-12-01,Robo,Baja,17388
1266,2021-02-24,Accidente,Critica,18273
1267,2023-11-28,Robo,Critica,18188
1268,2023-01-17,Vandalismo,Media,17915
1269,2020-04-20,Vandalismo,Alta,9187084
1270,2020-06-21,Daño estructural,Critica,16874
1271,2022-12-13,Daño estructural,Baja,8799543
1272,2022-10-02,Daño estructural,Media,5240297
1273,2021-05-02,Accidente,Baja,17472
1274,2022-11-15,Accidente,Baja,17330
1275,2023-02-12,Caida,Media,5174766
1276,2023-01-01,Vandalismo,Critica,18113
1277,2022-12-30,Accidente,Alta,16723
1278,2021-02-02,Caida,Critica,18282
1279,2021-11-14,Accidente,Alta,18609
1280,2023-04-15,Vandalismo,Critica,5653903
1281,2020-10-06,Vandalismo,Critica,17653
1282,2022-01-05,Daño estructural,Media,16751
1283,2021-02-08,Caida,Alta,5237122
1284,2020-09-05,Accidente,Media,17379
1285,2024-04-01,Daño estructural,Baja,18336
1286,2022-04-21,Daño estructural,Media,17732
1287,2022-02-12,Robo,Baja,18044
1288,2021-01-07,Accidente,Baja,18615
1289,2019-11-28,Accidente,Critica,16747
1290,2023-10-06,Accidente,Baja,17355
1291,2019-12-07,Robo,Alta,17438
1292,2024-05-25,Daño estructural,Baja,18214
1293,2022-04-05,Robo,Alta,17254
1294,2022-01-10,Daño estructural,Alta,52231
1295,2024-07-29,Daño estructural,Media,5653924
1296,2021-03-05,Vandalismo,Media,17074
1297,2020-03-03,Caida,Media,17402
1298,2020-01-24,Daño estructural,Baja,17370
1299,2023-09-19,Robo,Critica,18319
1300,2021-04-19,Daño estructural,Alta,8799942
1301,2020-06-22,Accidente,Media,16987
1302,2021-07-16,Daño estructural,Critica,3961443
1303,2021-09-30,Accidente,Media,9391954
1304,2023-04-09,Robo,Alta,17275
1305,2024-07-29,Accidente,Critica,5241178
1306,2024-09-30,Vandalismo,Alta,52135
1307,2020-08-30,Vandalismo,Media,7024214
1308,2023-06-27,Caida,Baja,3573208
1309,2020-03-25,Robo,Critica,18117
1310,2021-04-06,Daño estructural,Critica,17405
1311,2022-05-20,Caida,Critica,18187
1312,2022-11-26,Robo,Media,17459
1313,2023-05-18,Accidente,Alta,17158
1314,2020-12-06,Daño estructural,Media,17459
1315,2020-12-21,Caida,Baja,18197
1316,2022-04-28,Accidente,Baja,16677
1317,2020-05-26,Accidente,Media,17746
1318,2023-01-31,Vandalismo,Baja,18398
1319,2019-12-28,Caida,Critica,18629
1320,2022-09-07,Daño estructural,Critica,7903107
1321,2023-12-31,Accidente,Baja,17931
1322,2024-04-10,Accidente,Media,18598
1323,2022-07-12,Robo,Alta,17921
1324,2020-10-27,Vandalismo,Critica,17263
1325,2022-05-16,Accidente,Alta,3573058
1326,2021-06-04,Vandalismo,Critica,17718
1327,2021-08-22,Caida,Critica,16867
1328,2020-06-05,Robo,Baja,16702
1329,2022-01-26,Accidente,Critica,16737
1330,2021-12-31,Accidente,Baja,17402
1331,2024-02-09,Daño estructural,Baja,17980
1332,2023-12-22,Vandalismo,Baja,7126494
1333,2021-02-28,Daño estructural,Alta,17551
1334,2023-10-18,Robo,Critica,5241167
1335,2022-10-15,Daño estructural,Alta,7764194
1336,2021-06-06,Accidente,Media,18119
1337,2020-12-29,Caida,Media,17945
1338,2020-03-10,Daño estructural,Media,3566376
1339,2020-09-11,Accidente,Media,52210
1340,2021-02-19,Vandalismo,Baja,18397
1341,2019-12-01,Caida,Media,18036
1342,2020-02-27,Accidente,Media,5237124
1343,2020-05-04,Vandalismo,Baja,16859
1344,2019-10-22,Accidente,Alta,17400
1345,2024-11-04,Robo,Baja,17284
1346,2023-03-24,Vandalismo,Alta,18418
1347,2021-04-27,Robo,Alta,17834
1348,2022-02-10,Robo,Critica,18368
1349,2021-05-30,Vandalismo,Media,17993
1350,2024-05-05,Caida,Media,16731
1351,2024-01-06,Daño estructural,Media,3991132
1352,2019-12-16,Robo,Media,17910
1353,2024-06-13,Vandalismo,Critica,52198
1354,2020-05-27,Accidente,Media,16822
1355,2024-08-29,Accidente,Critica,17719
1356,2023-08-08,Daño estructural,Critica,17550
1357,2024-01-11,Caida,Baja,18135
1358,2024-03-30,Caida,Critica,17066
1359,2024-12-08,Daño estructural,Alta,5025103
1360,2021-11-04,Daño estructural,Baja,9396658
1361,2021-06-30,Accidente,Critica,18163
1362,2023-11-26,Caida,Baja,18204
1363,2023-09-05,Accidente,Baja,17669
1364,2024-08-07,Daño estructural,Baja,17772
1365,2021-08-13,Accidente,Media,18349
1366,2020-03-15,Accidente,Alta,5653905
1367,2023-01-01,Vandalismo,Alta,18570
1368,2024-02-13,Caida,Media,17881
1369,2023-10-30,Robo,Baja,18377
1370,2024-08-20,Vandalismo,Critica,16970
1371,2024-01-19,Daño estructural,Critica,18029
1372,2019-12-28,Robo,Critica,18338
1373,2023-07-17,Caida,Alta,17517
1374,2024-03-03,Daño estructural,Alta,17727
1375,2022-01-28,Robo,Baja,5654025
1376,2021-03-31,Vandalismo,Critica,7838758
1377,2020-01-31,Caida,Media,17879
1378,2021-06-23,Daño estructural,Critica,3962084
1379,2022-08-03,Vandalismo,Alta,17594
1380,2021-12-12,Accidente,Alta,18106
1381,2023-07-30,Daño estructural,Media,16714
1382,2024-01-05,Vandalismo,Media,18063
1383,2022-08-29,Robo,Critica,18225
1384,2020-03-12,Caida,Baja,3991326
1385,2020-02-13,Accidente,Media,17941
1386,2023-11-27,Accidente,Critica,17242
1387,2024-03-15,Daño estructural,Media,18498
1388,2023-10-31,Daño estructural,Critica,7182696
1389,2024-04-30,Caida,Critica,16751
1390,2021-06-19,Accidente,Critica,3991299
1391,2022-05-12,Accidente,Media,8799543
1392,2020-02-07,Daño estructural,Baja,16816
1393,2021-05-10,Robo,Media,17561
1394,2023-05-26,Robo,Critica,18238
1395,2020-10-16,Vandalismo,Alta,5237121
1396,2021-06-06,Caida,Critica,52086
1397,2020-09-29,Daño estructural,Alta,16677
1398,2020-07-14,Vandalismo,Media,17353
1399,2020-12-22,Vandalismo,Alta,52056
1400,2023-12-23,Robo,Baja,18561
1401,2021-08-27,Vandalismo,Alta,3573049
1402,2020-09-04,Robo,Media,52210
1403,2020-06-27,Daño estructural,Media,7074605
1404,2023-04-24,Accidente,Critica,17870
1405,2023-09-23,Caida,Media,18232
1406,2021-11-10,Caida,Critica,7144369
1407,2023-01-27,Daño estructural,Media,6819623
1408,2020-09-28,Robo,Media,18477
1409,2024-02-02,Robo,Alta,18304
1410,2021-02-08,Accidente,Critica,4731656
1411,2024-08-01,Daño estructural,Alta,18457
1412,2021-07-26,Caida,Alta,16885
1413,2023-12-28,Robo,Critica,17528
1414,2023-12-22,Robo,Critica,52218
1415,2020-12-02,Daño estructural,Alta,17758
1416,2024-01-19,Caida,Media,17518
1417,2022-05-14,Caida,Alta,17624
1418,2023-12-07,Robo,Media,9049643
1419,2023-06-30,Robo,Critica,16937
1420,2020-01-04,Robo,Alta,17369
1421,2022-11-03,Vandalismo,Media,52056
1422,2019-12-10,Robo,Media,5071645
1423,2020-10-29,Accidente,Critica,17037
1424,2022-08-13,Vandalismo,Critica,18046
1425,2022-07-02,Robo,Baja,16904
1426,2021-02-01,Vandalismo,Media,5246189
1427,2023-06-30,Daño estructural,Baja,18220
1428,2022-08-14,Daño estructural,Baja,5218564
1429,2021-08-20,Daño estructural,Alta,16708
1430,2022-11-13,Caida,Baja,17474
1431,2020-11-09,Daño estructural,Media,17356
1432,2022-10-07,Caida,Critica,5246186
1433,2022-01-16,Caida,Alta,17948
1434,2023-06-14,Daño estructural,Baja,7129053
1435,2022-11-25,Robo,Baja,16959
1436,2022-09-06,Daño estructural,Media,16699
1437,2020-06-22,Daño estructural,Media,17203
1438,2024-03-11,Caida,Critica,18540
1439,2020-01-18,Vandalismo,Alta,18099
1440,2022-12-27,Vandalismo,Media,18117
1441,2023-03-13,Robo,Media,18216
1442,2022-06-30,Accidente,Baja,3573056
1443,2020-06-12,Caida,Baja,18362
1444,2019-10-31,Vandalismo,Media,3568168
1445,2022-08-20,Robo,Baja,18366
1446,2021-07-27,Caida,Alta,18168
1447,2024-01-27,Daño estructural,Alta,3960567
1448,2020-05-22,Caida,Alta,18425
1449,2020-06-11,Daño estructural,Media,18067
1450,2021-03-03,Daño estructural,Media,17684
1451,2020-04-25,Vandalismo,Critica,18086
1452,2022-01-23,Robo,Baja,17174
1453,2021-12-10,Accidente,Alta,17484
1454,2021-04-20,Daño estructural,Critica,7126590
1455,2020-09-26,Daño estructural,Alta,17160
1456,2020-10-15,Accidente,Critica,16740
1457,2020-05-23,Daño estructural,Media,17992
1458,2020-08-03,Vandalismo,Alta,17279
1459,2023-08-05,Robo,Critica,8799552
1460,2022-09-26,Daño estructural,Baja,17491
1461,2023-08-29,Vandalismo,Critica,5241183
1462,2024-08-31,Caida,Alta,18163
1463,2022-08-12,Daño estructural,Alta,18190
1464,2020-11-17,Vandalismo,Alta,17245
1465,2022-11-29,Daño estructural,Baja,18182
1466,2019-11-22,Vandalismo,Alta,18148
1467,2023-03-02,Daño estructural,Baja,17265
1468,2023-08-21,Caida,Baja,18115
1469,2021-01-12,Vandalismo,Critica,18117
1470,2024-08-23,Vandalismo,Media,17180
1471,2021-10-25,Daño estructural,Baja,18609
1472,2023-07-12,Vandalismo,Baja,18045
1473,2024-03-16,Vandalismo,Baja,17374
1474,2021-10-18,Daño estructural,Baja,52209
1475,2023-08-18,Caida,Media,18098
1476,2021-09-09,Daño estructural,Alta,17827
1477,2020-01-12,Robo,Alta,17869
1478,2019-10-29,Vandalismo,Critica,18225
1479,2020-10-25,Accidente,Critica,18398
1480,2022-09-12,Accidente,Alta,18498
1481,2023-07-01,Daño estructural,Critica,52127
1482,2022-11-02,Vandalismo,Media,17771
1483,2021-04-22,Accidente,Critica,16881
1484,2021-05-24,Robo,Critica,5241173
1485,2022-05-23,Accidente,Alta,3568711
1486,2024-05-13,Vandalismo,Baja,17214
1487,2022-09-09,Accidente,Baja,17665
1488,2020-06-21,Accidente,Critica,17526
1489,2021-12-22,Caida,Media,17094
1490,2022-01-19,Daño estructural,Alta,17760
1491,2024-10-11,Vandalismo,Critica,5654016
1492,2022-01-21,Vandalismo,Critica,18300
1493,2023-01-13,Accidente,Critica,17756
1494,2020-06-22,Caida,Critica,3990960
1495,2023-12-16,Robo,Baja,17198
1496,2022-06-15,Accidente,Baja,3573052
1497,2021-06-06,Robo,Media,18301
1498,2022-01-21,Daño estructural,Media,5010682
1499,2021-01-03,Accidente,Media,18016
1500,2021-03-09,Caida,Media,18301
1501,2022-05-09,Accidente,Critica,18244
1502,2021-08-21,Daño estructural,Critica,7903107
1503,2020-09-15,Caida,Critica,16698
1504,2023-03-14,Robo,Critica,17678
1505,2021-08-28,Daño estructural,Critica,17606
1506,2023-09-22,Caida,Media,18510
1507,2022-06-28,Accidente,Critica,5246193
1508,2022-05-06,Robo,Media,18166
1509,2024-06-08,Vandalismo,Alta,18458
1510,2021-05-20,Vandalismo,Baja,17665
1511,2020-07-17,Vandalismo,Baja,18625
1512,2024-08-10,Robo,Critica,7107707
1513,2020-06-01,Vandalismo,Media,17618
1514,2021-01-31,Accidente,Media,18317
1515,2022-08-30,Daño estructural,Critica,18005
1516,2024-03-09,Accidente,Media,16747
1517,2024-01-13,Robo,Baja,5241176
1518,2020-03-08,Vandalismo,Baja,7248141
1519,2023-12-19,Accidente,Media,16839
1520,2019-11-07,Robo,Media,17827
1521,2022-02-09,Robo,Critica,18541
1522,2020-07-08,Vandalismo,Alta,451569
1523,2023-07-19,Accidente,Baja,3569222
1524,2024-05-20,Robo,Critica,17944
1525,2024-03-05,Daño estructural,Critica,17644
1526,2024-08-27,Caida,Alta,16773
1527,2022-06-21,Daño estructural,Media,17207
1528,2020-09-29,Robo,Critica,18244
1529,2022-01-29,Caida,Critica,17507
1530,2024-03-26,Accidente,Baja,52194
1531,2023-08-22,Robo,Baja,16764
1532,2021-11-19,Caida,Media,17476
1533,2021-01-02,Robo,Media,17720
1534,2019-10-17,Robo,Critica,18410
1535,2020-11-30,Caida,Alta,52223
1536,2022-01-22,Accidente,Critica,7165658
1537,2020-09-19,Vandalismo,Alta,17778
1538,2022-05-08,Vandalismo,Media,5025103
1539,2021-03-24,Daño estructural,Baja,18019
1540,2022-12-14,Accidente,Media,18377
1541,2022-03-13,Vandalismo,Media,4731210
1542,2021-01-06,Vandalismo,Alta,16735
1543,2020-08-17,Caida,Critica,17006
1544,2021-07-03,Vandalismo,Critica,17891
1545,2023-03-14,Daño estructural,Critica,52101
1546,2022-10-22,Accidente,Critica,18371
1547,2023-09-09,Caida,Baja,18300
1548,2023-02-03,Accidente,Alta,17739
1549,2021-06-29,Caida,Critica,7928425
1550,2021-03-25,Accidente,Baja,17040
1551,2023-03-17,Caida,Baja,18380
1552,2021-01-26,Daño estructural,Alta,3568306
1553,2021-01-23,Vandalismo,Critica,17058
1554,2021-12-08,Vandalismo,Baja,3573049
1555,2021-10-12,Daño estructural,Alta,7107693
1556,2020-07-10,Caida,Baja,7927322
1557,2023-05-25,Daño estructural,Critica,17487
1558,2021-01-25,Accidente,Alta,17522
1559,2022-08-23,Daño estructural,Media,18348
1560,2020-04-04,Accidente,Critica,18477
1561,2024-01-05,Accidente,Critica,52119
1562,2020-03-30,Daño estructural,Baja,17115
1563,2020-02-26,Daño estructural,Media,17402
1564,2022-10-03,Vandalismo,Media,17462
1565,2020-08-04,Daño estructural,Alta,17577
1566,2023-09-30,Vandalismo,Media,17103
1567,2020-04-15,Accidente,Baja,18596
1568,2020-08-28,Accidente,Alta,17040
1569,2023-06-30,Robo,Media,4749898
1570,2020-08-27,Daño estructural,Media,52185
1571,2022-04-23,Daño estructural,Critica,17805
1572,2023-05-05,Caida,Critica,18236
1573,2022-03-03,Caida,Critica,18338
1574,2024-03-08,Accidente,Media,18480
1575,2021-07-03,Vandalismo,Alta,17670
1576,2023-04-03,Caida,Alta,4989404
1577,2020-03-19,Accidente,Media,17374
1578,2020-09-02,Daño estructural,Media,9046350
1579,2023-09-19,Caida,Alta,5237108
1580,2020-02-02,Caida,Alta,16976
1581,2023-09-09,Robo,Alta,52176
1582,2021-05-17,Vandalismo,Alta,18007
1583,2021-03-18,Accidente,Critica,18260
1584,2023-03-13,Daño estructural,Critica,16943
1585,2024-05-21,Robo,Alta,17123
1586,2020-04-17,Caida,Alta,52218
1587,2021-10-21,Daño estructural,Media,8800261
1588,2021-10-29,Accidente,Alta,5802272
1589,2024-06-01,Accidente,Alta,17154
1590,2020-08-15,Caida,Baja,17503
1591,2024-02-28,Caida,Critica,18587
1592,2020-02-08,Vandalismo,Baja,18294
1593,2020-01-31,Accidente,Alta,9049643
1594,2021-09-10,Vandalismo,Media,18207
1595,2022-10-29,Vandalismo,Media,17258
1596,2020-09-20,Accidente,Baja,18590
1597,2020-07-05,Robo,Critica,17715
1598,2023-08-11,Daño estructural,Critica,17688
1599,2022-01-29,Caida,Alta,7882667
1600,2024-07-28,Caida,Critica,18443
1601,2022-09-04,Vandalismo,Baja,4796689
1602,2023-06-18,Caida,Critica,17650
1603,2020-08-16,Accidente,Media,17910
1604,2024-06-14,Accidente,Critica,4730856
1605,2020-01-07,Vandalismo,Media,52057
1606,2024-09-24,Vandalismo,Critica,17243
1607,2023-06-29,Accidente,Baja,5241179
1608,2023-02-03,Accidente,Alta,17572
1609,2022-08-03,Caida,Media,4986431
1610,2024-05-24,Daño estructural,Critica,18538
1611,2024-04-30,Caida,Alta,17433
1612,2021-11-11,Caida,Media,8775336
1613,2022-08-26,Daño estructural,Baja,17775
1614,2023-03-03,Vandalismo,Alta,18494
1615,2020-12-04,Vandalismo,Baja,18005
1616,2023-08-05,Robo,Baja,17960
1617,2023-06-15,Robo,Critica,17797
1618,2022-07-21,Daño estructural,Media,18048
1619,2020-06-17,Vandalismo,Alta,5220720
1620,2021-09-13,Accidente,Media,16739
1621,2021-08-11,Accidente,Critica,17563
1622,2021-06-03,Vandalismo,Alta,8799540
1623,2022-02-12,Accidente,Critica,18549
1624,2024-07-26,Daño estructural,Alta,17715
1625,2024-04-25,Caida,Media,17487
1626,2022-10-11,Robo,Baja,16916
1627,2022-04-16,Robo,Baja,5219920
1628,2020-02-10,Vandalismo,Baja,7903120
1629,2023-01-16,Robo,Baja,17759
1630,2020-06-11,Caida,Critica,52143
1631,2020-01-24,Vandalismo,Alta,18513
1632,2023-04-20,Caida,Alta,17614
1633,2022-01-31,Caida,Alta,18086
1634,2020-05-11,Robo,Alta,17372
1635,2022-06-27,Accidente,Alta,18103
1636,2020-06-06,Daño estructural,Baja,17533
1637,2020-08-20,Daño estructural,Baja,18140
1638,2020-02-11,Vandalismo,Critica,52122
1639,2019-10-31,Accidente,Media,5178801
1640,2020-11-26,Vandalismo,Baja,17821
1641,2022-01-11,Daño estructural,Media,18008
1642,2024-08-22,Vandalismo,Alta,6909670
1643,2024-02-29,Accidente,Baja,5272342
1644,2023-01-31,Daño estructural,Media,17405
1645,2021-10-23,Accidente,Critica,18301
1646,2024-07-01,Robo,Critica,17437
1647,2022-04-06,Daño estructural,Baja,9181989
1648,2024-03-07,Accidente,Media,16997
1649,2021-06-09,Vandalismo,Critica,16682
1650,2023-07-29,Accidente,Baja,17379
1651,2020-12-30,Daño estructural,Alta,3962563
1652,2019-11-26,Caida,Media,17907
1653,2023-06-04,Robo,Critica,18570
1654,2024-05-19,Robo,Critica,7021646
1655,2021-03-26,Daño estructural,Alta,8799638
1656,2023-09-09,Accidente,Critica,52191
1657,2023-12-21,Accidente,Media,18005
1658,2022-05-04,Caida,Media,17559
1659,2022-07-16,Robo,Critica,3573466
1660,2024-02-05,Accidente,Critica,5056315
1661,2022-09-20,Vandalismo,Critica,17309
1662,2022-09-13,Vandalismo,Critica,18307
1663,2023-12-15,Daño estructural,Baja,18121
1664,2022-07-13,Robo,Media,17198
1665,2024-09-21,Accidente,Media,17521
1666,2023-08-06,Accidente,Critica,18587
1667,2021-06-21,Caida,Alta,17813
1668,2020-08-04,Caida,Critica,18486
1669,2019-12-30,Robo,Critica,16990
1670,2022-05-05,Daño estructural,Media,17132
1671,2020-03-27,Robo,Alta,18613
1672,2020-04-03,Daño estructural,Critica,18299
1673,2019-10-29,Daño estructural,Alta,17901
1674,2020-09-26,Daño estructural,Critica,17465
1675,2020-01-26,Caida,Critica,16913
1676,2022-04-25,Daño estructural,Alta,17514
1677,2021-07-01,Daño estructural,Alta,18491
1678,2021-10-06,Accidente,Baja,17390
1679,2021-07-03,Accidente,Alta,18410
1680,2020-06-09,Vandalismo,Media,52204
1681,2024-06-28,Robo,Media,52054
1682,2022-04-26,Vandalismo,Alta,7927322
1683,2019-11-12,Vandalismo,Critica,17318
1684,2022-10-11,Caida,Baja,17486
1685,2024-05-07,Robo,Alta,18200
1686,2023-10-30,Robo,Alta,17944
1687,2021-10-12,Accidente,Baja,16670
1688,2020-11-18,Caida,Critica,7897950
1689,2023-12-09,Robo,Baja,5071674
1690,2021-10-05,Caida,Critica,18478
1691,2021-07-08,Robo,Alta,18471
1692,2019-11-19,Accidente,Baja,16840
1693,2022-10-19,Caida,Baja,17282
1694,2021-07-16,Robo,Critica,16959
1695,2023-08-03,Robo,Media,17895
1696,2024-09-17,Robo,Alta,5246194
1697,2022-04-01,Daño estructural,Media,18584
1698,2021-10-27,Vandalismo,Alta,9492997
1699,2020-10-05,Accidente,Critica,17649
1700,2023-07-17,Vandalismo,Alta,18459
1701,2021-05-31,Daño estructural,Baja,5241169
1702,2022-06-12,Accidente,Critica,16695
1703,2021-01-27,Daño estructural,Alta,17760
1704,2020-02-19,Robo,Baja,16976
1705,2023-01-26,Caida,Baja,18272
1706,2021-07-20,Accidente,Media,52146
1707,2020-06-28,Accidente,Baja,16670
1708,2020-10-06,Daño estructural,Alta,8914012
1709,2023-01-26,Caida,Critica,7127773
1710,2022-09-07,Accidente,Critica,7928031
1711,2023-05-14,Robo,Baja,7906811
1712,2021-07-06,Accidente,Alta,7603212
1713,2021-11-18,Vandalismo,Alta,52110
1714,2020-06-21,Caida,Baja,18029
1715,2019-10-31,Accidente,Alta,16670
1716,2022-08-02,Daño estructural,Baja,17064
1717,2020-05-31,Vandalismo,Media,5237120
1718,2020-12-12,Vandalismo,Critica,16684
1719,2024-05-16,Vandalismo,Media,17131
1720,2024-09-10,Vandalismo,Media,18240
1721,2022-12-14,Accidente,Critica,18169
1722,2020-01-28,Accidente,Media,18126
1723,2023-12-18,Accidente,Media,5240283
1724,2020-04-29,Vandalismo,Media,16867
1725,2021-10-30,Caida,Baja,18566
1726,2024-04-09,Caida,Baja,17431
1727,2022-02-12,Caida,Alta,18386
1728,2023-07-20,Accidente,Baja,5241188
1729,2020-09-05,Caida,Critica,18315
1730,2022-02-14,Vandalismo,Media,17840
1731,2022-05-10,Daño estructural,Baja,52161
1732,2021-09-15,Caida,Baja,18223
1733,2021-11-17,Daño estructural,Alta,4749887
1734,2023-07-03,Daño estructural,Baja,16891
1735,2021-01-07,Vandalismo,Alta,52158
1736,2023-10-10,Vandalismo,Baja,17736
1737,2023-01-31,Caida,Media,3568300
1738,2022-04-23,Accidente,Alta,5237127
1739,2021-08-27,Daño estructural,Critica,18060
1740,2020-12-11,Vandalismo,Critica,16984
1741,2024-05-09,Daño estructural,Critica,52179
1742,2023-01-27,Caida,Media,4986142
1743,2020-12-04,Vandalismo,Media,17105
1744,2021-08-06,Accidente,Alta,18484
1745,2023-04-30,Daño estructural,Media,18334
1746,2022-06-26,Robo,Alta,18235
1747,2023-10-10,Robo,Baja,6819621
1748,2023-01-24,Daño estructural,Baja,18229
1749,2023-08-14,Accidente,Media,17563
1750,2021-07-06,Accidente,Alta,18555
1751,2020-06-24,Robo,Critica,18323
1752,2021-10-17,Robo,Baja,17861
1753,2022-10-24,Caida,Baja,17952
1754,2020-05-05,Accidente,Baja,3568177
1755,2022-05-16,Accidente,Alta,18280
1756,2021-10-28,Accidente,Critica,52128
1757,2022-11-07,Accidente,Media,17891
1758,2024-06-11,Vandalismo,Baja,17857
1759,2023-01-05,Caida,Media,17523
1760,2021-04-14,Caida,Baja,17683
1761,2020-12-08,Daño estructural,Baja,9391954
1762,2022-03-06,Caida,Alta,17175
1763,2023-08-10,Robo,Media,17299
1764,2021-09-04,Daño estructural,Baja,18061
1765,2021-09-03,Accidente,Media,18604
1766,2023-07-20,Daño estructural,Media,18507
1767,2019-11-29,Accidente,Alta,3566373
1768,2022-07-28,Caida,Baja,17584
1769,2021-05-26,Daño estructural,Media,17661
1770,2020-11-03,Vandalismo,Critica,16766
1771,2024-09-26,Vandalismo,Alta,17464
1772,2020-09-22,Robo,Baja,17388
1773,2024-02-23,Robo,Baja,3531283
1774,2021-12-02,Vandalismo,Baja,16702
1775,2021-01-20,Vandalismo,Baja,18094
1776,2020-02-08,Accidente,Baja,7602250
1777,2021-12-09,Robo,Critica,17498
1778,2021-08-23,Accidente,Baja,16901
1779,2023-12-17,Vandalismo,Alta,17938
1780,2023-07-25,Vandalismo,Baja,18020
1781,2019-10-29,Daño estructural,Media,17178
1782,2020-05-09,Daño estructural,Critica,17316
1783,2020-06-19,Vandalismo,Critica,16942
1784,2020-04-13,Vandalismo,Media,5237110
1785,2020-12-05,Accidente,Critica,18585
1786,2022-02-16,Vandalismo,Media,17477
1787,2020-11-01,Caida,Critica,17862
1788,2020-12-08,Accidente,Media,16844
1789,2022-09-28,Accidente,Alta,18593
1790,2020-04-01,Daño estructural,Media,8776034
1791,2020-12-13,Daño estructural,Media,17804
1792,2023-07-06,Vandalismo,Critica,18148
1793,2022-04-26,Daño estructural,Critica,17348
1794,2024-02-07,Vandalismo,Media,17393
1795,2021-04-23,Caida,Alta,18618
1796,2021-03-08,Daño estructural,Critica,18310
1797,2024-08-24,Vandalismo,Media,18080
1798,2022-08-01,Robo,Media,18031
1799,2021-08-09,Daño estructural,Media,16764
1800,2020-04-04,Accidente,Baja,18038
1801,2020-08-03,Daño estructural,Media,17969
1802,2019-12-29,Robo,Critica,18129
1803,2020-10-29,Robo,Media,17068
1804,2022-08-15,Robo,Media,16923
1805,2021-07-12,Robo,Alta,17825
1806,2021-03-30,Robo,Alta,5654006
1807,2021-07-28,Daño estructural,Baja,18065
1808,2021-06-12,Accidente,Alta,5219515
1809,2021-09-15,Accidente,Baja,52047
1810,2021-01-04,Caida,Baja,16830
1811,2021-11-01,Robo,Baja,3740686
1812,2022-02-27,Robo,Baja,3573350
1813,2020-11-09,Robo,Alta,7107707
1814,2020-03-07,Robo,Critica,5071591
1815,2020-11-26,Robo,Alta,9049658
1816,2023-09-10,Vandalismo,Alta,18038
1817,2022-04-16,Robo,Baja,52079
1818,2021-07-13,Robo,Media,16847
1819,2023-05-28,Robo,Critica,5653942
1820,2024-03-13,Vandalismo,Critica,16657
1821,2023-02-02,Vandalismo,Media,52183
1822,2023-03-21,Daño estructural,Media,9292077
1823,2023-11-20,Caida,Baja,5220720
1824,2021-07-10,Vandalismo,Baja,18634
1825,2021-06-27,Daño estructural,Critica,17799
1826,2022-02-19,Accidente,Baja,18321
1827,2024-08-18,Accidente,Alta,18611
1828,2024-09-08,Caida,Baja,17989
1829,2021-05-28,Caida,Media,17084
1830,2019-12-23,Robo,Critica,17772
1831,2023-07-13,Accidente,Baja,18585
1832,2019-11-30,Caida,Critica,3568279
1833,2024-02-15,Robo,Baja,52170
1834,2023-10-06,Accidente,Alta,17686
1835,2020-04-03,Accidente,Media,17398
1836,2019-12-30,Robo,Alta,17669
1837,2023-12-21,Caida,Critica,18093
1838,2021-01-19,Robo,Alta,17176
1839,2024-08-05,Robo,Baja,17134
1840,2023-04-09,Robo,Baja,18177
1841,2024-08-05,Vandalismo,Media,17866
1842,2023-11-04,Robo,Media,5237110
1843,2022-11-03,Daño estructural,Critica,17170
1844,2020-04-25,Daño estructural,Alta,5237117
1845,2020-01-19,Robo,Alta,16661
1846,2021-10-21,Caida,Media,16709
1847,2020-11-18,Accidente,Critica,17608
1848,2023-06-27,Caida,Media,17307
1849,2019-10-17,Vandalismo,Alta,17384
1850,2022-11-22,Daño estructural,Baja,16926
1851,2024-08-25,Caida,Alta,17738
1852,2022-09-12,Daño estructural,Baja,17732
1853,2022-10-26,Robo,Media,9187084
1854,2022-09-19,Robo,Alta,5237109
1855,2023-06-18,Daño estructural,Critica,3573058
1856,2021-03-05,Robo,Media,4990656
1857,2022-08-23,Caida,Alta,18263
1858,2023-10-19,Robo,Alta,16736
1859,2021-11-04,Caida,Media,7903120
1860,2023-09-22,Caida,Alta,17530
1861,2023-04-16,Daño estructural,Critica,18299
1862,2024-06-05,Accidente,Baja,16989
1863,2022-05-23,Accidente,Baja,7074478
1864,2022-08-26,Daño estructural,Critica,18240
1865,2021-04-28,Vandalismo,Critica,16884
1866,2023-11-24,Accidente,Critica,8914014
1867,2020-08-29,Vandalismo,Media,18033
1868,2020-10-29,Daño estructural,Media,16966
1869,2022-03-07,Daño estructural,Media,5195676
1870,2022-07-08,Vandalismo,Baja,18192
1871,2021-06-05,Accidente,Baja,16880
