id,fechaIntervencion,tipoIntervencion,estadoPrevio,estadoPosterior,JuegoID,Tipo,Comentarios
mnt-02766,2023-12-13,preventivo,malo,malo,9059216,queja_usuario,comentario sobre el mantenimiento 2766
mnt-02767,2023-12-27,correctivo,regular,malo,7930215,preventivo,comentario sobre el mantenimiento 2767
mnt-02768,2023-10-24,preventivo,malo,bueno,58947,queja_usuario,comentario sobre el mantenimiento 2768
mnt-02769,2024-04-27,emergencia,bueno,bueno,33240,preventivo,comentario sobre el mantenimiento 2769
mnt-02770,2024-06-06,preventivo,malo,bueno,3577088,preventivo,comentario sobre el mantenimiento 2770
mnt-02771,2024-09-13,emergencia,regular,regular,58937,queja_usuario,comentario sobre el mantenimiento 2771
mnt-02772,2024-10-03,emergencia,malo,regular,9294751,preventivo,comentario sobre el mantenimiento 2772
mnt-02773,2024-03-01,preventivo,malo,bueno,25633,preventivo,comentario sobre el mantenimiento 2773
mnt-02774,2024-01-22,preventivo,malo,regular,8888519,preventivo,comentario sobre el mantenimiento 2774
mnt-02775,2024-04-05,preventivo,malo,regular,20987,preventivo,comentario sobre el mantenimiento 2775
mnt-02776,2023-12-12,preventivo,bueno,bueno,22357,preventivo,comentario sobre el mantenimiento 2776
mnt-02777,2024-11-10,preventivo,regular,malo,5249142,preventivo,comentario sobre el mantenimiento 2777
mnt-02778,2023-12-03,preventivo,malo,bueno,20562,queja_usuario,comentario sobre el mantenimiento 2778
mnt-02779,2024-08-14,correctivo,malo,bueno,8805160,preventivo,comentario sobre el mantenimiento 2779
mnt-02780,2024-09-24,emergencia,regular,regular,7815587,queja_usuario,comentario sobre el mantenimiento 2780
mnt-02781,2024-02-04,correctivo,regular,bueno,7603091,queja_usuario,comentario sobre el mantenimiento 2781
mnt-02782,2024-04-01,emergencia,bueno,bueno,19536,queja_usuario,comentario sobre el mantenimiento 2782
mnt-02783,2023-12-19,correctivo,malo,regular,32664,preventivo,comentario sobre el mantenimiento 2783
mnt-02784,2024-09-15,correctivo,malo,bueno,20193,queja_usuario,comentario sobre el mantenimiento 2784
mnt-02785,2023-10-21,preventivo,bueno,regular,7887211,queja_usuario,comentario sobre el mantenimiento 2785
mnt-02786,2024-04-26,emergencia,bueno,bueno,5000201,queja_usuario,comentario sobre el mantenimiento 2786
mnt-02787,2023-11-13,emergencia,malo,regular,20223,preventivo,comentario sobre el mantenimiento 2787
mnt-02788,2024-05-21,emergencia,bueno,malo,20241,preventivo,comentario sobre el mantenimiento 2788
mnt-02789,2024-10-07,correctivo,bueno,malo,5245649,preventivo,comentario sobre el mantenimiento 2789
mnt-02790,2024-06-18,preventivo,malo,malo,19836,queja_usuario,comentario sobre el mantenimiento 2790
mnt-02791,2024-05-04,preventivo,regular,bueno,5158853,preventivo,comentario sobre el mantenimiento 2791
mnt-02792,2024-04-10,preventivo,malo,malo,4731654,queja_usuario,comentario sobre el mantenimiento 2792
mnt-02793,2024-12-01,emergencia,bueno,regular,7802481,queja_usuario,comentario sobre el mantenimiento 2793
mnt-02794,2024-02-27,emergencia,malo,malo,32487,preventivo,comentario sobre el mantenimiento 2794
mnt-02795,2023-12-20,preventivo,bueno,bueno,24936,preventivo,comentario sobre el mantenimiento 2795
mnt-02796,2024-08-24,preventivo,regular,bueno,4731674,preventivo,comentario sobre el mantenimiento 2796
mnt-02797,2023-10-25,correctivo,malo,malo,59125,queja_usuario,comentario sobre el mantenimiento 2797
mnt-02798,2024-06-26,preventivo,regular,malo,5241112,preventivo,comentario sobre el mantenimiento 2798
mnt-02799,2024-01-12,emergencia,regular,bueno,34942,queja_usuario,comentario sobre el mantenimiento 2799
mnt-02800,2024-10-03,preventivo,malo,malo,7741720,queja_usuario,comentario sobre el mantenimiento 2800
mnt-02801,2024-05-06,correctivo,bueno,regular,19370,preventivo,comentario sobre el mantenimiento 2801
mnt-02802,2024-04-24,emergencia,bueno,malo,8909798,queja_usuario,comentario sobre el mantenimiento 2802
mnt-02803,2024-04-16,preventivo,malo,malo,3566823,queja_usuario,comentario sobre el mantenimiento 2803
mnt-02804,2023-10-22,correctivo,regular,regular,8888458,queja_usuario,comentario sobre el mantenimiento 2804
mnt-02805,2023-12-15,emergencia,regular,regular,20823,queja_usuario,comentario sobre el mantenimiento 2805
mnt-02806,2024-09-20,preventivo,malo,bueno,18692,preventivo,comentario sobre el mantenimiento 2806
mnt-02807,2024-01-10,preventivo,bueno,regular,34065,queja_usuario,comentario sobre el mantenimiento 2807
mnt-02808,2024-09-10,correctivo,malo,regular,9424141,queja_usuario,comentario sobre el mantenimiento 2808
mnt-02809,2023-12-03,preventivo,bueno,regular,3568962,queja_usuario,comentario sobre el mantenimiento 2809
mnt-02810,2024-06-29,correctivo,malo,bueno,21273,preventivo,comentario sobre el mantenimiento 2810
mnt-02811,2023-10-17,emergencia,regular,bueno,4704515,queja_usuario,comentario sobre el mantenimiento 2811
mnt-02812,2024-04-08,preventivo,malo,bueno,9192945,queja_usuario,comentario sobre el mantenimiento 2812
mnt-02813,2024-06-02,emergencia,malo,malo,20979,queja_usuario,comentario sobre el mantenimiento 2813
mnt-02814,2023-12-28,correctivo,regular,regular,3580737,queja_usuario,comentario sobre el mantenimiento 2814
mnt-02815,2024-08-26,correctivo,bueno,regular,19866,queja_usuario,comentario sobre el mantenimiento 2815
mnt-02816,2024-08-02,correctivo,bueno,malo,33136,preventivo,comentario sobre el mantenimiento 2816
mnt-02817,2024-12-01,emergencia,bueno,bueno,21845,queja_usuario,comentario sobre el mantenimiento 2817
mnt-02818,2024-08-21,preventivo,malo,bueno,59623,queja_usuario,comentario sobre el mantenimiento 2818
mnt-02819,2024-02-27,preventivo,regular,regular,8804609,queja_usuario,comentario sobre el mantenimiento 2819
mnt-02820,2024-02-18,correctivo,malo,bueno,25599,queja_usuario,comentario sobre el mantenimiento 2820
mnt-02821,2024-10-09,correctivo,regular,regular,57955,preventivo,comentario sobre el mantenimiento 2821
mnt-02822,2023-11-02,correctivo,regular,regular,32571,queja_usuario,comentario sobre el mantenimiento 2822
mnt-02823,2023-12-24,preventivo,bueno,bueno,7404226,queja_usuario,comentario sobre el mantenimiento 2823
mnt-02824,2024-09-29,correctivo,bueno,regular,6781557,queja_usuario,comentario sobre el mantenimiento 2824
mnt-02825,2024-03-21,preventivo,regular,regular,59958,queja_usuario,comentario sobre el mantenimiento 2825
mnt-02826,2024-04-21,preventivo,bueno,malo,5239364,queja_usuario,comentario sobre el mantenimiento 2826
mnt-02827,2024-07-20,correctivo,malo,bueno,7837851,queja_usuario,comentario sobre el mantenimiento 2827
mnt-02828,2024-08-26,correctivo,malo,bueno,9223760,queja_usuario,comentario sobre el mantenimiento 2828
mnt-02829,2023-11-20,emergencia,malo,malo,9427560,queja_usuario,comentario sobre el mantenimiento 2829
mnt-02830,2024-07-14,correctivo,malo,malo,9536762,preventivo,comentario sobre el mantenimiento 2830
mnt-02831,2024-04-07,correctivo,bueno,regular,5492513,preventivo,comentario sobre el mantenimiento 2831
mnt-02832,2024-01-06,emergencia,malo,bueno,9446466,queja_usuario,comentario sobre el mantenimiento 2832
mnt-02833,2023-09-12,preventivo,regular,malo,4989194,preventivo,comentario sobre el mantenimiento 2833
mnt-02834,2024-08-30,preventivo,regular,bueno,9181007,preventivo,comentario sobre el mantenimiento 2834
mnt-02835,2024-08-20,correctivo,malo,regular,3576435,preventivo,comentario sobre el mantenimiento 2835
mnt-02836,2024-03-14,emergencia,bueno,regular,7815398,preventivo,comentario sobre el mantenimiento 2836
mnt-02837,2024-01-14,emergencia,regular,bueno,20744,preventivo,comentario sobre el mantenimiento 2837
mnt-02838,2024-08-21,emergencia,regular,malo,7883908,preventivo,comentario sobre el mantenimiento 2838
mnt-02839,2023-12-20,correctivo,bueno,bueno,7895504,preventivo,comentario sobre el mantenimiento 2839
mnt-02840,2024-10-10,correctivo,regular,regular,35191,preventivo,comentario sobre el mantenimiento 2840
mnt-02841,2023-01-12,preventivo,regular,malo,22344,queja_usuario,comentario sobre el mantenimiento 2841
mnt-02842,2023-12-30,preventivo,bueno,bueno,19769,preventivo,comentario sobre el mantenimiento 2842
mnt-02843,2023-12-20,emergencia,malo,bueno,4749967,preventivo,comentario sobre el mantenimiento 2843
mnt-02844,2023-12-09,preventivo,bueno,bueno,7862170,preventivo,comentario sobre el mantenimiento 2844
mnt-02845,2023-11-18,emergencia,regular,regular,6878713,queja_usuario,comentario sobre el mantenimiento 2845
mnt-02846,2023-11-13,emergencia,regular,bueno,3576496,queja_usuario,comentario sobre el mantenimiento 2846
mnt-02847,2024-04-05,preventivo,regular,malo,5240836,preventivo,comentario sobre el mantenimiento 2847
mnt-02848,2024-02-17,preventivo,regular,malo,3530824,preventivo,comentario sobre el mantenimiento 2848
mnt-02849,2024-06-01,correctivo,bueno,bueno,32547,queja_usuario,comentario sobre el mantenimiento 2849
mnt-02850,2024-03-09,emergencia,bueno,malo,22055,preventivo,comentario sobre el mantenimiento 2850
mnt-02851,2024-03-10,preventivo,malo,malo,33704,preventivo,comentario sobre el mantenimiento 2851
mnt-02852,2024-04-08,correctivo,malo,bueno,25839,preventivo,comentario sobre el mantenimiento 2852
mnt-02853,2024-04-24,preventivo,bueno,regular,58368,queja_usuario,comentario sobre el mantenimiento 2853
mnt-02854,2024-04-12,emergencia,regular,malo,9397992,queja_usuario,comentario sobre el mantenimiento 2854
mnt-02855,2024-07-29,correctivo,regular,bueno,60075,queja_usuario,comentario sobre el mantenimiento 2855
mnt-02856,2024-03-24,preventivo,regular,malo,33950,preventivo,comentario sobre el mantenimiento 2856
mnt-02857,2024-04-18,emergencia,regular,bueno,33713,queja_usuario,comentario sobre el mantenimiento 2857
mnt-02858,2024-02-28,preventivo,malo,malo,60145,queja_usuario,comentario sobre el mantenimiento 2858
mnt-02859,2023-11-15,preventivo,bueno,bueno,5241074,queja_usuario,comentario sobre el mantenimiento 2859
mnt-02860,2023-11-01,preventivo,bueno,regular,53180,queja_usuario,comentario sobre el mantenimiento 2860
mnt-02861,2024-02-11,emergencia,malo,bueno,7125633,queja_usuario,comentario sobre el mantenimiento 2861
mnt-02862,2024-06-11,correctivo,bueno,bueno,60168,queja_usuario,comentario sobre el mantenimiento 2862
mnt-02863,2024-07-28,preventivo,regular,malo,25872,preventivo,comentario sobre el mantenimiento 2863
mnt-02864,2024-03-06,preventivo,malo,regular,7612595,preventivo,comentario sobre el mantenimiento 2864
mnt-02865,2024-07-23,preventivo,malo,malo,7125634,preventivo,comentario sobre el mantenimiento 2865
mnt-02866,2023-12-04,preventivo,malo,malo,4738619,queja_usuario,comentario sobre el mantenimiento 2866
mnt-02867,2024-05-01,correctivo,malo,bueno,59538,queja_usuario,comentario sobre el mantenimiento 2867
mnt-02868,2024-08-24,emergencia,regular,regular,60042,,comentario sobre el mantenimiento 2868
mnt-02869,2024-07-17,preventivo,bueno,malo,34039,preventivo,comentario sobre el mantenimiento 2869
mnt-02870,2024-03-19,correctivo,regular,regular,59511,preventivo,comentario sobre el mantenimiento 2870
mnt-02871,2024-06-01,emergencia,malo,malo,4794565,queja_usuario,comentario sobre el mantenimiento 2871
mnt-02872,2024-02-12,correctivo,regular,malo,3576411,preventivo,comentario sobre el mantenimiento 2872
mnt-02873,2024-09-03,preventivo,regular,malo,7833627,queja_usuario,comentario sobre el mantenimiento 2873
mnt-02874,2024-08-19,emergencia,bueno,regular,5250523,preventivo,comentario sobre el mantenimiento 2874
mnt-02875,2024-02-05,emergencia,regular,malo,5174007,queja_usuario,comentario sobre el mantenimiento 2875
mnt-02876,2024-07-26,preventivo,malo,regular,3580357,preventivo,comentario sobre el mantenimiento 2876
mnt-02877,2023-11-22,preventivo,malo,malo,20798,preventivo,comentario sobre el mantenimiento 2877
mnt-02878,2023-11-03,preventivo,malo,bueno,34944,queja_usuario,comentario sobre el mantenimiento 2878
mnt-02879,2024-03-21,correctivo,bueno,malo,9219224,preventivo,comentario sobre el mantenimiento 2879
mnt-02880,2024-06-21,correctivo,regular,regular,32536,queja_usuario,comentario sobre el mantenimiento 2880
mnt-02881,2023-12-08,preventivo,regular,malo,34916,queja_usuario,comentario sobre el mantenimiento 2881
mnt-02882,2024-08-02,emergencia,bueno,regular,9187545,queja_usuario,comentario sobre el mantenimiento 2882
mnt-02883,2024-02-15,emergencia,regular,malo,19107,preventivo,comentario sobre el mantenimiento 2883
mnt-02884,2024-10-04,correctivo,regular,bueno,22335,queja_usuario,comentario sobre el mantenimiento 2884
mnt-02885,2024-01-19,preventivo,malo,malo,6905556,queja_usuario,comentario sobre el mantenimiento 2885
mnt-02886,2024-04-02,preventivo,regular,malo,5241107,preventivo,comentario sobre el mantenimiento 2886
mnt-02887,2024-05-06,correctivo,bueno,malo,4985753,preventivo,comentario sobre el mantenimiento 2887
mnt-02888,2024-05-15,emergencia,regular,bueno,33578,queja_usuario,comentario sobre el mantenimiento 2888
mnt-02889,2024-03-02,preventivo,malo,malo,25839,preventivo,comentario sobre el mantenimiento 2889
mnt-02890,2024-07-26,emergencia,malo,bueno,35195,preventivo,comentario sobre el mantenimiento 2890
mnt-02891,2023-08-11,emergencia,malo,bueno,9497947,preventivo,comentario sobre el mantenimiento 2891
mnt-02892,2024-01-31,emergencia,bueno,regular,35206,queja_usuario,comentario sobre el mantenimiento 2892
mnt-02893,2024-10-10,emergencia,bueno,malo,22124,preventivo,comentario sobre el mantenimiento 2893
mnt-02894,2024-02-17,correctivo,regular,malo,33370,queja_usuario,comentario sobre el mantenimiento 2894
mnt-02895,2024-05-20,correctivo,malo,malo,58886,preventivo,comentario sobre el mantenimiento 2895
mnt-02896,2024-02-06,emergencia,malo,bueno,5492671,preventivo,comentario sobre el mantenimiento 2896
mnt-02897,2024-04-25,correctivo,regular,malo,58121,preventivo,comentario sobre el mantenimiento 2897
mnt-02898,2024-02-05,emergencia,malo,regular,7247729,queja_usuario,comentario sobre el mantenimiento 2898
mnt-02899,2024-05-20,preventivo,regular,bueno,7896571,queja_usuario,comentario sobre el mantenimiento 2899
mnt-02900,2024-01-13,correctivo,malo,regular,20827,preventivo,comentario sobre el mantenimiento 2900
mnt-02901,2024-03-22,correctivo,malo,bueno,9177169,preventivo,comentario sobre el mantenimiento 2901
mnt-02902,2024-03-13,correctivo,malo,regular,4731233,preventivo,comentario sobre el mantenimiento 2902
mnt-02903,2023-12-11,emergencia,regular,regular,5216566,preventivo,comentario sobre el mantenimiento 2903
mnt-02904,2023-11-24,correctivo,malo,regular,9536341,queja_usuario,comentario sobre el mantenimiento 2904
mnt-02905,2023-11-01,emergencia,bueno,malo,5218560,queja_usuario,comentario sobre el mantenimiento 2905
mnt-02906,2024-10-13,emergencia,regular,malo,5195554,preventivo,comentario sobre el mantenimiento 2906
mnt-02907,2023-11-05,correctivo,regular,malo,57955,preventivo,comentario sobre el mantenimiento 2907
mnt-02908,2024-05-23,emergencia,regular,regular,9294651,preventivo,comentario sobre el mantenimiento 2908
mnt-02909,2024-04-14,correctivo,malo,bueno,19864,queja_usuario,comentario sobre el mantenimiento 2909
mnt-02910,2024-08-22,emergencia,malo,malo,33080,preventivo,comentario sobre el mantenimiento 2910
mnt-02911,2023-12-29,correctivo,regular,malo,7603203,preventivo,comentario sobre el mantenimiento 2911
mnt-02912,2023-11-05,emergencia,regular,bueno,60141,queja_usuario,comentario sobre el mantenimiento 2912
mnt-02913,2024-04-21,emergencia,malo,malo,59544,preventivo,comentario sobre el mantenimiento 2913
mnt-02914,2024-08-03,preventivo,bueno,regular,7872669,preventivo,comentario sobre el mantenimiento 2914
mnt-02915,2024-08-11,correctivo,bueno,bueno,5268600,queja_usuario,comentario sobre el mantenimiento 2915
mnt-02916,2023-12-16,emergencia,malo,regular,7294618,queja_usuario,comentario sobre el mantenimiento 2916
mnt-02917,2023-12-02,preventivo,regular,regular,5224234,queja_usuario,comentario sobre el mantenimiento 2917
mnt-02918,2024-07-06,emergencia,malo,malo,9243127,preventivo,comentario sobre el mantenimiento 2918
mnt-02919,2024-03-30,emergencia,bueno,malo,33567,queja_usuario,comentario sobre el mantenimiento 2919
mnt-02920,2024-06-19,preventivo,bueno,bueno,5241122,preventivo,comentario sobre el mantenimiento 2920
mnt-02921,2024-04-07,preventivo,bueno,bueno,7741720,queja_usuario,comentario sobre el mantenimiento 2921
mnt-02922,2024-05-30,correctivo,malo,malo,3575556,queja_usuario,comentario sobre el mantenimiento 2922
mnt-02923,2024-03-08,correctivo,regular,bueno,4730893,queja_usuario,comentario sobre el mantenimiento 2923
mnt-02924,2024-03-23,correctivo,regular,regular,4985940,queja_usuario,comentario sobre el mantenimiento 2924
mnt-02925,2023-11-10,preventivo,malo,regular,20809,preventivo,comentario sobre el mantenimiento 2925
mnt-02926,2023-12-20,emergencia,malo,regular,18730,queja_usuario,comentario sobre el mantenimiento 2926
mnt-02927,2024-03-25,emergencia,bueno,bueno,5250214,queja_usuario,comentario sobre el mantenimiento 2927
mnt-02928,2024-04-02,emergencia,malo,bueno,7248210,queja_usuario,comentario sobre el mantenimiento 2928
mnt-02929,2024-01-28,correctivo,regular,regular,7887205,queja_usuario,comentario sobre el mantenimiento 2929
mnt-02930,2024-09-20,correctivo,malo,regular,22055,queja_usuario,comentario sobre el mantenimiento 2930
mnt-02931,2024-10-09,correctivo,bueno,regular,33545,queja_usuario,comentario sobre el mantenimiento 2931
mnt-02932,2024-08-01,correctivo,bueno,malo,3576100,queja_usuario,comentario sobre el mantenimiento 2932
mnt-02933,2023-11-26,preventivo,regular,malo,8804645,preventivo,comentario sobre el mantenimiento 2933
mnt-02934,2024-03-07,emergencia,malo,malo,9178860,queja_usuario,comentario sobre el mantenimiento 2934
mnt-02935,2024-04-26,emergencia,malo,regular,19421,preventivo,comentario sobre el mantenimiento 2935
mnt-02936,2024-05-26,emergencia,regular,bueno,9194970,preventivo,comentario sobre el mantenimiento 2936
mnt-02937,2024-05-07,emergencia,regular,malo,3569335,queja_usuario,comentario sobre el mantenimiento 2937
mnt-02938,2024-03-20,preventivo,bueno,bueno,5240868,preventivo,comentario sobre el mantenimiento 2938
mnt-02939,2024-09-10,preventivo,regular,malo,18936,preventivo,comentario sobre el mantenimiento 2939
mnt-02940,2023-12-02,emergencia,malo,bueno,59739,queja_usuario,comentario sobre el mantenimiento 2940
mnt-02941,2024-09-01,correctivo,bueno,malo,9493064,queja_usuario,comentario sobre el mantenimiento 2941
mnt-02942,2024-05-30,preventivo,bueno,bueno,7248147,queja_usuario,comentario sobre el mantenimiento 2942
mnt-02943,2023-06-12,correctivo,bueno,malo,19706,queja_usuario,comentario sobre el mantenimiento 2943
mnt-02944,2024-08-15,emergencia,malo,malo,58075,queja_usuario,comentario sobre el mantenimiento 2944
mnt-02945,2024-01-14,preventivo,bueno,bueno,21267,preventivo,comentario sobre el mantenimiento 2945
mnt-02946,2024-07-24,emergencia,malo,malo,59672,preventivo,comentario sobre el mantenimiento 2946
mnt-02947,2024-07-31,preventivo,bueno,regular,5195677,preventivo,comentario sobre el mantenimiento 2947
mnt-02948,2024-07-31,emergencia,bueno,bueno,25762,preventivo,comentario sobre el mantenimiento 2948
mnt-02949,2023-10-21,preventivo,bueno,malo,8181887,queja_usuario,comentario sobre el mantenimiento 2949
mnt-02950,2023-10-16,preventivo,bueno,regular,33310,preventivo,comentario sobre el mantenimiento 2950
mnt-02951,2023-11-13,preventivo,regular,malo,33255,queja_usuario,comentario sobre el mantenimiento 2951
mnt-02952,2024-01-16,emergencia,malo,regular,57914,preventivo,comentario sobre el mantenimiento 2952
mnt-02953,2024-09-02,preventivo,bueno,bueno,18855,preventivo,comentario sobre el mantenimiento 2953
mnt-02954,2024-10-06,correctivo,regular,malo,33319,queja_usuario,comentario sobre el mantenimiento 2954
mnt-02955,2024-06-25,emergencia,regular,malo,9181883,preventivo,comentario sobre el mantenimiento 2955
mnt-02956,2024-05-02,emergencia,regular,regular,4794256,,comentario sobre el mantenimiento 2956
mnt-02957,2024-03-16,emergencia,regular,malo,9493016,preventivo,comentario sobre el mantenimiento 2957
mnt-02958,2024-02-05,emergencia,malo,malo,9493123,queja_usuario,comentario sobre el mantenimiento 2958
mnt-02959,2024-03-16,preventivo,regular,malo,7247896,preventivo,comentario sobre el mantenimiento 2959
mnt-02960,2024-04-29,emergencia,regular,bueno,9291531,preventivo,comentario sobre el mantenimiento 2960
mnt-02961,2024-06-10,emergencia,regular,malo,9288651,preventivo,comentario sobre el mantenimiento 2961
mnt-02962,2024-09-17,correctivo,malo,regular,53221,queja_usuario,comentario sobre el mantenimiento 2962
mnt-02963,2023-10-27,correctivo,malo,regular,9295175,queja_usuario,comentario sobre el mantenimiento 2963
mnt-02964,2024-04-28,correctivo,malo,bueno,21410,preventivo,comentario sobre el mantenimiento 2964
mnt-02965,2024-07-09,correctivo,regular,malo,35087,queja_usuario,comentario sobre el mantenimiento 2965
mnt-02966,2024-05-21,correctivo,regular,bueno,59981,queja_usuario,comentario sobre el mantenimiento 2966
mnt-02967,2023-04-11,preventivo,bueno,malo,9271152,preventivo,comentario sobre el mantenimiento 2967
mnt-02968,2023-11-08,correctivo,malo,regular,21738,queja_usuario,comentario sobre el mantenimiento 2968
mnt-02969,2024-02-13,preventivo,regular,bueno,7591517,queja_usuario,comentario sobre el mantenimiento 2969
mnt-02970,2024-05-17,preventivo,regular,malo,9059211,queja_usuario,comentario sobre el mantenimiento 2970
mnt-02971,2024-06-23,preventivo,regular,bueno,7528969,queja_usuario,comentario sobre el mantenimiento 2971
mnt-02972,2024-01-05,correctivo,malo,regular,3530367,preventivo,comentario sobre el mantenimiento 2972
mnt-02973,2024-06-04,preventivo,malo,regular,32576,queja_usuario,comentario sobre el mantenimiento 2973
mnt-02974,2023-11-02,correctivo,bueno,bueno,7925296,queja_usuario,comentario sobre el mantenimiento 2974
mnt-02975,2024-04-12,preventivo,bueno,malo,20322,queja_usuario,comentario sobre el mantenimiento 2975
mnt-02976,2024-04-27,correctivo,malo,bueno,7125628,preventivo,comentario sobre el mantenimiento 2976
mnt-02977,2024-05-22,correctivo,malo,malo,7129062,preventivo,comentario sobre el mantenimiento 2977
mnt-02978,2024-09-06,correctivo,bueno,malo,9256447,queja_usuario,comentario sobre el mantenimiento 2978
mnt-02979,2024-02-21,correctivo,regular,bueno,22164,preventivo,comentario sobre el mantenimiento 2979
mnt-02980,2024-03-31,preventivo,regular,regular,19404,preventivo,comentario sobre el mantenimiento 2980
mnt-02981,2024-08-11,emergencia,bueno,bueno,9158798,queja_usuario,comentario sobre el mantenimiento 2981
mnt-02982,2024-07-05,emergencia,bueno,malo,58589,preventivo,comentario sobre el mantenimiento 2982
mnt-02983,2024-05-11,correctivo,malo,malo,9406085,preventivo,comentario sobre el mantenimiento 2983
mnt-02984,2024-05-30,correctivo,regular,malo,21264,queja_usuario,comentario sobre el mantenimiento 2984
mnt-02985,2024-04-24,preventivo,malo,bueno,8954802,queja_usuario,comentario sobre el mantenimiento 2985
mnt-02986,2024-09-08,emergencia,bueno,regular,21140,queja_usuario,comentario sobre el mantenimiento 2986
mnt-02987,2024-02-23,correctivo,regular,malo,4988104,preventivo,comentario sobre el mantenimiento 2987
mnt-02988,2024-04-29,preventivo,bueno,malo,9284969,preventivo,comentario sobre el mantenimiento 2988
mnt-02989,2023-11-23,emergencia,bueno,malo,19432,preventivo,comentario sobre el mantenimiento 2989
mnt-02990,2023-11-08,correctivo,regular,bueno,19098,preventivo,comentario sobre el mantenimiento 2990
mnt-02991,2023-12-29,correctivo,bueno,bueno,6778126,queja_usuario,comentario sobre el mantenimiento 2991
mnt-02992,2023-11-27,correctivo,regular,bueno,22531,queja_usuario,comentario sobre el mantenimiento 2992
mnt-02993,2024-04-18,correctivo,malo,malo,4795116,queja_usuario,comentario sobre el mantenimiento 2993
mnt-02994,2024-10-03,correctivo,malo,malo,4942109,preventivo,comentario sobre el mantenimiento 2994
mnt-02995,2024-07-06,emergencia,malo,regular,33941,queja_usuario,comentario sobre el mantenimiento 2995
mnt-02996,2024-03-16,emergencia,malo,bueno,9183506,preventivo,comentario sobre el mantenimiento 2996
mnt-02997,2024-09-27,emergencia,regular,malo,59222,queja_usuario,comentario sobre el mantenimiento 2997
mnt-02998,2024-08-16,emergencia,bueno,malo,53092,preventivo,comentario sobre el mantenimiento 2998
mnt-02999,2024-07-06,emergencia,malo,malo,32813,queja_usuario,comentario sobre el mantenimiento 2999
mnt-03000,2024-09-05,emergencia,malo,malo,7144378,preventivo,comentario sobre el mantenimiento 3000
mnt-03001,2024-02-20,preventivo,regular,regular,24799,queja_usuario,comentario sobre el mantenimiento 3001
mnt-03002,2023-12-19,preventivo,bueno,malo,59045,preventivo,comentario sobre el mantenimiento 3002
mnt-03003,2024-06-23,emergencia,bueno,malo,5174731,preventivo,comentario sobre el mantenimiento 3003
mnt-03004,2024-10-09,correctivo,bueno,malo,7840410,preventivo,comentario sobre el mantenimiento 3004
mnt-03005,2024-07-18,correctivo,regular,malo,3568624,queja_usuario,comentario sobre el mantenimiento 3005
mnt-03006,2023-10-17,preventivo,regular,bueno,33314,queja_usuario,
mnt-03007,2024-06-01,emergencia,bueno,regular,4987684,queja_usuario,comentario sobre el mantenimiento 3007
mnt-03008,2023-12-06,preventivo,malo,regular,3580772,preventivo,comentario sobre el mantenimiento 3008
mnt-03009,2023-10-24,emergencia,bueno,bueno,5658316,preventivo,comentario sobre el mantenimiento 3009
mnt-03010,2024-07-27,preventivo,malo,regular,3566734,preventivo,comentario sobre el mantenimiento 3010
mnt-03011,2024-01-28,correctivo,regular,regular,4988408,queja_usuario,comentario sobre el mantenimiento 3011
mnt-03012,2024-06-08,emergencia,regular,regular,5025124,preventivo,comentario sobre el mantenimiento 3012
mnt-03013,2023-05-12,emergencia,malo,bueno,25633,preventivo,comentario sobre el mantenimiento 3013
mnt-03014,2023-10-23,correctivo,malo,regular,33074,preventivo,comentario sobre el mantenimiento 3014
mnt-03015,2024-12-05,emergencia,regular,bueno,32609,preventivo,comentario sobre el mantenimiento 3015
mnt-03016,2024-08-23,emergencia,malo,regular,8803432,preventivo,comentario sobre el mantenimiento 3016
mnt-03017,2023-12-23,correctivo,malo,regular,7927298,preventivo,comentario sobre el mantenimiento 3017
mnt-03018,2023-12-18,emergencia,regular,malo,4989413,preventivo,comentario sobre el mantenimiento 3018
mnt-03019,2024-02-20,preventivo,bueno,malo,58775,queja_usuario,comentario sobre el mantenimiento 3019
mnt-03020,2024-02-04,emergencia,regular,regular,19107,preventivo,comentario sobre el mantenimiento 3020
mnt-03021,2023-11-11,correctivo,bueno,bueno,20942,preventivo,comentario sobre el mantenimiento 3021
mnt-03022,2024-08-19,correctivo,bueno,regular,5492801,queja_usuario,comentario sobre el mantenimiento 3022
mnt-03023,2024-06-15,preventivo,regular,malo,33720,queja_usuario,comentario sobre el mantenimiento 3023
mnt-03024,2024-05-03,preventivo,regular,regular,7816149,preventivo,comentario sobre el mantenimiento 3024
mnt-03025,2024-09-24,correctivo,bueno,regular,7168622,preventivo,comentario sobre el mantenimiento 3025
mnt-03026,2024-07-24,correctivo,regular,bueno,5659024,preventivo,comentario sobre el mantenimiento 3026
mnt-03027,2024-05-27,preventivo,bueno,malo,58351,queja_usuario,comentario sobre el mantenimiento 3027
mnt-03028,2023-12-16,preventivo,malo,regular,9393758,queja_usuario,comentario sobre el mantenimiento 3028
mnt-03029,2024-01-30,emergencia,malo,bueno,59210,queja_usuario,comentario sobre el mantenimiento 3029
mnt-03030,2024-06-09,preventivo,malo,regular,20280,queja_usuario,comentario sobre el mantenimiento 3030
mnt-03031,2024-06-07,correctivo,malo,malo,6761226,preventivo,comentario sobre el mantenimiento 3031
mnt-03032,2024-07-29,correctivo,regular,bueno,8803428,preventivo,comentario sobre el mantenimiento 3032
